Item,Pallet No.,Serial No,Pmax(W),Voc(V),Isc(A),Ipm(A),Vpm(V),FF,Order,Pallet Order,Exclude,UUID,Inverter,String
1992,50,H2NH02712,332.7,70.8,6.042,5.639,59,77.78,1028,51,0,5976,06,N45
1993,50,H2NH02695,332.1,70.4,6.053,5.647,58.8,77.98,1369,51,0,5979,06,N45
1994,50,H2NH02681,331.6,70.5,6.052,5.634,58.86,77.68,866,51,0,5982,06,N45
1995,50,H2NH02682,331.3,70.3,6.042,5.648,58.65,77.94,1408,51,0,5985,06,N45
1996,50,H2NH02683,332,70.4,6.045,5.655,58.7,78.05,1745,51,0,5988,06,N51
1997,50,H2NH02684,331.9,70.3,6.036,5.639,58.86,78.2,1007,51,0,5991,06,N45
1998,50,H2NH02685,331.1,70.2,6.086,5.637,58.74,77.5,936,51,0,5994,06,N45
1999,50,H2NH02686,331.7,70.3,6.077,5.645,58.77,77.68,1255,51,0,5997,06,N45
2000,50,GXNH05376,332.9,70.7,6.049,5.631,59.12,77.85,795,51,0,6000,06,N45
2001,51,H2NH02622,332.6,70.4,6.085,5.645,58.92,77.68,1277,42,0,6003,05,N33
2002,51,H2NH02626,333.3,70.6,6.077,5.648,59.01,77.7,1431,42,0,6006,05,N33
2003,51,H2NH02621,332.8,70.4,6.074,5.646,58.94,77.8,1329,42,0,6009,05,N33
2004,51,H2NH02628,332.7,70.6,6.066,5.644,58.94,77.71,1228,42,0,6012,05,N33
2005,51,H2NH02623,333.4,70.6,6.078,5.644,59.07,77.68,1237,42,0,6015,05,N33
2006,51,H2NH02625,332,70.6,6.058,5.639,58.87,77.61,1010,42,0,6018,05,N33
2007,51,H2NH02616,332,70.5,6.065,5.648,58.79,77.66,1413,42,0,6021,05,N33
2008,51,H2NH02631,333.9,70.7,6.077,5.641,59.19,77.71,1108,42,0,6024,05,N28
2009,51,H2NH02632,332.6,70.6,6.062,5.643,58.94,77.75,1170,42,0,6027,05,N28
2010,51,H2NH02633,332.5,70.6,6.058,5.652,58.83,77.75,1610,42,0,6030,05,N28
2011,51,H2NH02624,332.8,70.7,6.053,5.641,59,77.83,1103,42,0,6033,05,N28
2012,51,H2NH02634,332.3,70.6,6.048,5.646,58.85,77.84,1324,42,0,6036,05,N28
2013,51,H2NH02635,332.6,70.5,6.071,5.638,58.98,77.66,986,42,0,6039,05,N28
2014,51,H2NH02636,333,70.6,6.062,5.648,58.96,77.84,1429,42,0,6042,05,N28
2015,51,H2NH02627,332.5,70.6,6.035,5.64,58.94,78.04,1065,42,0,6045,05,N28
2016,51,H2NH02602,331.9,70.4,6.079,5.633,58.92,77.54,842,42,0,6048,05,N28
2017,51,H2NH02576,333.3,70.4,6.079,5.652,58.97,77.9,1612,42,0,6051,05,N28
2018,51,H2NH02590,333.4,70.6,6.064,5.639,59.13,77.88,1035,42,0,6054,05,N28
2019,51,H2NH02613,333.7,70.6,6.058,5.651,59.05,78.07,1575,42,0,6057,05,N28
2020,51,H2NH02614,332.5,70.5,6.069,5.642,58.94,77.7,1129,42,0,6060,05,N28
2021,51,H2NH02615,332.6,70.4,6.063,5.647,58.89,77.97,1379,42,0,6063,05,N30
2022,51,H2NH02605,332.9,70.4,6.061,5.648,58.93,78.03,1427,42,0,6066,05,N30
2023,51,H2NH02619,333.3,70.4,6.08,5.65,58.99,77.81,1525,42,0,6069,05,N30
2024,51,H2NH02606,333.2,70.5,6.052,5.643,59.04,78.06,1176,42,0,6072,05,N30
2025,51,H2NH02611,332.9,70.6,6.067,5.644,58.98,77.76,1230,42,0,6075,05,N30
2026,51,H2NH02617,333,70.4,6.088,5.656,58.87,77.73,1790,42,0,6078,05,N30
2027,51,H2NH02618,332,70.4,6.065,5.648,58.79,77.78,1414,42,0,6081,05,N30
2028,51,H2NH02620,333,70.5,6.06,5.644,59,77.95,1232,42,0,6084,05,N30
2029,51,H2NH02612,332.3,70.5,6.071,5.649,58.82,77.6,1470,42,0,6087,05,N30
2030,51,H2NH02607,333.1,70.3,6.071,5.652,58.92,77.99,1611,42,0,6090,05,N30
2031,51,H2NH02521,332,70.4,6.044,5.644,58.82,78.05,1208,42,0,6093,05,N30
2032,51,H2NH02592,333.1,70.4,6.071,5.646,58.99,77.89,1333,42,0,6096,05,N30
2033,51,H2NH02578,333.3,70.7,6.064,5.638,59.12,77.79,989,42,0,6099,05,N30
2034,51,H2NH02599,332.6,70.5,6.069,5.647,58.9,77.76,1380,42,0,6102,07,N56
2035,51,H2NH02577,333.4,70.6,6.076,5.645,59.05,77.72,1287,42,0,6105,07,N59
2036,51,H2NH02600,332,70.4,6.055,5.643,58.83,77.88,1160,42,0,6108,07,N76
2037,51,H2NH02601,332.2,70.3,6.058,5.64,58.9,77.96,1057,42,0,6111,02,N23
2038,51,H2NH02603,332.7,70.4,6.049,5.647,58.91,78.11,1382,42,0,6114,02,N25
2039,51,H2NH02608,332.5,70.2,6.077,5.654,58.8,77.93,1700,42,0,6117,02,N17
2040,51,GXNH05338,332.4,70.6,6.049,5.629,59.05,77.82,747,42,0,6120,02,N14
2041,52,H2NH02894,332.5,70.4,6.074,5.644,58.91,77.77,1223,48,0,6123,05,N37
2042,52,H2NH02897,332.4,70.6,6.051,5.635,58.98,77.82,902,48,0,6126,05,N37
2043,52,H2NH02898,332,70.5,6.049,5.635,58.92,77.85,895,48,0,6129,05,N37
2044,52,H2NH02888,331.8,70.4,6.068,5.643,58.79,77.65,1157,48,0,6132,05,N37
2045,52,H2NH02899,332,70.4,6.046,5.638,58.89,78.02,980,48,0,6135,05,N37
2046,52,H2NH02900,331.4,70.3,6.055,5.641,58.74,77.79,1077,48,0,6138,05,N37
2047,52,H2NH02901,331.6,70.5,6.04,5.636,58.84,77.88,918,48,0,6141,05,N37
2048,52,H2NH02904,331.2,70.4,6.039,5.637,58.76,77.9,937,48,0,6144,05,N37
2049,52,H2NH02905,331.6,70.4,6.052,5.635,58.86,77.81,892,48,0,6147,05,N37
2050,52,H2NH02906,331.1,70.3,6.048,5.643,58.68,77.86,1150,48,0,6150,05,N37
2051,52,H2NH02907,331.1,70.3,6.043,5.636,58.75,77.94,915,48,0,6153,05,N37
2052,52,H2NH02908,331.1,70.3,6.044,5.639,58.72,77.88,998,48,0,6156,05,N37
2053,52,H2NH02896,332.1,70.4,6.054,5.639,58.89,77.87,1013,48,0,6159,05,N39
2054,52,H2NH02872,332.6,70.4,6.078,5.651,58.87,77.7,1565,48,0,6162,05,N39
2055,52,H2NH02878,331.6,70.4,6.06,5.647,58.72,77.71,1362,48,0,6165,05,N39
2056,52,H2NH02871,332.5,70.4,6.057,5.648,58.87,77.97,1420,48,0,6168,05,N39
2057,52,H2NH02879,332.8,70.5,6.055,5.644,58.96,78,1229,48,0,6171,05,N39
2058,52,H2NH02880,332.1,70.4,6.059,5.646,58.82,77.84,1319,48,0,6174,05,N39
2059,52,H2NH02882,332.4,70.4,6.074,5.653,58.81,77.73,1653,48,0,6177,05,N39
2060,52,H2NH02883,331.7,70.4,6.047,5.646,58.75,77.95,1312,48,0,6180,05,N39
2061,52,H2NH02887,332.1,70.4,6.052,5.648,58.8,78,1415,48,0,6183,05,N39
2062,52,H2NH02891,331.4,70.4,6.072,5.646,58.69,77.57,1308,48,0,6186,05,N39
2063,52,H2NH02884,331.4,70.3,6.051,5.647,58.69,77.88,1359,48,0,6189,05,N39
2064,52,H2NH02885,332.1,70.3,6.058,5.646,58.81,77.97,1320,48,0,6192,05,N38
2065,52,H2NH02886,331.2,70.3,6.058,5.647,58.65,77.81,1358,48,0,6195,05,N38
2066,52,H2NH02890,331.6,70.4,6.074,5.648,58.71,77.55,1409,48,0,6198,05,N38
2067,52,H2NH02889,332.1,70.5,6.058,5.639,58.89,77.77,1014,48,0,6201,05,N38
2068,52,H2NH02861,331.6,70.5,6.048,5.633,58.87,77.74,839,48,0,6204,05,N38
2069,52,H2NH02705,330.9,70.4,6.07,5.643,58.64,77.48,1148,48,0,6207,05,N38
2070,52,H2NH02756,332.8,70.7,6.061,5.642,58.98,77.64,1133,48,0,6210,05,N39
2071,52,H2NH02860,332.9,70.6,6.052,5.639,59.03,77.92,1033,48,0,6213,05,N38
2072,52,H2NH02859,332.6,70.6,6.068,5.641,58.95,77.64,1097,48,0,6216,05,N38
2073,52,H2NH02856,332.5,70.4,6.059,5.648,58.87,77.96,1421,48,0,6219,05,N38
2074,52,H2NH02858,332.2,70.5,6.056,5.639,58.91,77.78,1018,48,0,6222,05,N38
2075,52,H2NH02855,332.3,70.4,6.068,5.65,58.81,77.8,1516,48,0,6225,05,N38
2076,52,H2NH02851,332,70.3,6.063,5.645,58.82,77.86,1260,48,0,6228,05,N38
2077,52,H2NH02850,332.9,70.4,6.06,5.648,58.95,78.09,1428,48,0,6231,05,N29
2078,52,H2NH02854,332.4,70.4,6.069,5.647,58.86,77.75,1375,48,0,6234,05,N29
2079,52,H2NH02853,332.7,70.4,6.063,5.647,58.91,77.98,1383,48,0,6237,05,N29
2080,52,G7NH14425,332.4,70.9,6.053,5.618,59.17,77.5,394,48,0,6240,05,N27
2081,53,H2NH02932,332.3,70.5,6.058,5.641,58.91,77.86,1091,49,0,6243,05,N29
2082,53,H2NH02933,332.6,70.5,6.07,5.643,58.94,77.73,1171,49,0,6246,05,N29
2083,53,H2NH02934,332.6,70.5,6.068,5.654,58.82,77.76,1701,49,0,6249,05,N29
2084,53,H2NH02931,332.8,70.5,6.033,5.642,58.99,78.21,1134,49,0,6252,05,N29
2085,53,H2NH02938,332.6,70.5,6.052,5.645,58.92,77.97,1278,49,0,6255,05,N29
2086,53,H2NH02939,333.3,70.6,6.067,5.644,59.05,77.83,1236,49,0,6258,05,N29
2087,53,H2NH02927,332.6,70.5,6.046,5.637,59,78.07,955,49,0,6261,05,N29
2088,53,H2NH02912,331.5,70.4,6.024,5.632,58.87,78.18,810,49,0,6264,05,N31
2089,53,H2NH02911,331.7,70.5,6.028,5.63,58.91,78.1,767,49,0,6267,05,N27
2090,53,H2NH02916,332,70.4,6.045,5.634,58.93,77.97,870,49,0,6270,05,N29
2091,53,H2NH02915,332.1,70.5,6.037,5.634,58.94,78.03,874,49,0,6273,05,N29
2092,53,H2NH02914,331.5,70.5,6.058,5.635,58.82,77.65,890,49,0,6276,05,N31
2093,53,H2NH02919,331.7,70.5,6.057,5.626,58.95,77.69,680,49,0,6279,05,N27
2094,53,H2NH02910,332.1,70.5,6.04,5.635,58.93,78.04,897,49,0,6282,05,N31
2095,53,H2NH02918,331.9,70.5,6.033,5.63,58.94,78.02,769,49,0,6285,05,N27
2096,53,H2NH02917,332,70.5,6.027,5.631,58.96,78.15,790,49,0,6288,05,N31
2097,53,H2NH02909,331.4,70.4,6.026,5.628,58.88,78.12,724,49,0,6291,05,N27
2098,53,H2NH02892,332.7,70.4,6.072,5.645,58.93,77.78,1280,49,0,6294,05,N31
2099,53,H2NH02903,331.9,70.5,6.038,5.634,58.9,77.96,869,49,0,6297,05,N31
2100,53,H2NH02902,331.7,70.5,6.042,5.63,58.92,77.84,768,49,0,6300,05,N27
2101,53,H2NH02866,332.7,70.5,6.05,5.641,58.97,77.99,1100,49,0,6303,05,N31
2102,53,H2NH02920,332.3,70.5,6.043,5.635,58.97,78.05,899,49,0,6306,05,N31
2103,53,H2NH02875,332.4,70.5,6.047,5.639,58.95,78.01,1022,49,0,6309,05,N31
2104,53,H2NH02874,332.6,70.5,6.074,5.643,58.93,77.71,1172,49,0,6312,05,N31
2105,53,H2NH02873,332.7,70.5,6.073,5.642,58.97,77.73,1132,49,0,6315,05,N31
2106,53,H2NH02870,332.9,70.4,6.065,5.647,58.96,77.93,1385,49,0,6318,05,N31
2107,53,H2NH02869,332.5,70.4,6.056,5.644,58.91,77.98,1224,49,0,6321,05,N36
2108,53,H2NH02864,332.2,70.4,6.048,5.647,58.83,78.01,1372,49,0,6324,05,N36
2109,53,H2NH02863,331.5,70.4,6.075,5.641,58.77,77.55,1079,49,0,6327,05,N36
2110,53,H2NH02801,331.8,70.5,6.068,5.637,58.85,77.51,945,49,0,6330,05,N36
2111,53,H2NH02867,332.3,70.4,6.044,5.641,58.91,78.09,1092,49,0,6333,05,N36
2112,53,H2NH02865,332.1,70.3,6.08,5.642,58.86,77.67,1124,49,0,6336,05,N36
2113,53,H2NH02868,332.5,70.4,6.072,5.641,58.95,77.8,1095,49,0,6339,05,N36
2114,53,H2NH02792,331.7,70.6,6.073,5.633,58.89,77.39,841,49,0,6342,05,N36
2115,53,H2NH02862,332,70.5,6.07,5.641,58.86,77.63,1084,49,0,6345,05,N36
2116,53,H2NH02921,331.9,70.4,6.048,5.633,58.92,77.93,843,49,0,6348,05,N36
2117,53,H2NH02876,332.2,70.4,6.065,5.644,58.86,77.76,1214,49,0,6351,05,N36
2118,53,H2NH02895,331.6,70.3,6.061,5.647,58.72,77.79,1363,49,0,6354,05,N36
2119,53,H2NH02893,332.9,70.4,6.065,5.645,58.98,77.96,1282,49,0,6357,05,N36
2120,53,GZNE28491,331.6,70.5,6.049,5.623,58.98,77.72,595,49,0,6360,05,N27
2121,54,H2NH02778,332.9,70.6,6.059,5.639,59.04,77.82,2177,56,1,6363,,
2122,54,H2NH02806,331.9,70.3,6.072,5.646,58.79,77.75,2210,56,1,6366,,
2123,54,H2NH02816,331.2,70.1,6.055,5.647,58.66,77.99,2215,56,1,6369,,
2124,54,H2NH02815,331.5,70.1,6.07,5.65,58.67,77.86,2224,56,1,6372,,
2125,54,H2NH02814,331.3,70.2,6.07,5.647,58.67,77.75,2216,56,1,6375,,
2126,54,H2NH02813,331.1,70.1,6.057,5.655,58.54,77.93,2238,56,1,6378,,
2127,54,H2NH02829,332.3,70.4,6.075,5.652,58.79,77.7,2232,56,1,6381,,
2128,54,H2NH02799,332.8,70.6,6.057,5.633,59.09,77.83,2165,56,1,6384,,
2129,54,H2NH02811,332,70.4,6.061,5.645,58.82,77.81,2201,56,1,6387,,
2130,54,H2NH02810,332.1,70.5,6.063,5.643,58.86,77.75,2191,56,1,6390,,
2131,54,H2NH02809,332.2,70.6,6.074,5.641,58.89,77.52,2186,56,1,6393,,
2132,54,H2NH02704,331.2,70.4,6.073,5.645,58.67,77.51,2200,56,1,6396,,
2133,54,H2NH02808,333.1,70.5,6.073,5.644,59.02,77.77,2198,56,1,6399,,
2134,54,H2NH02807,332.9,70.6,6.061,5.645,58.98,77.81,2209,56,1,6402,,
2135,54,H2NH02696,332.2,70.3,6.064,5.656,58.73,77.9,2240,56,1,6405,,
2136,54,H2NH02794,331.9,70.3,6.072,5.652,58.72,77.79,2231,56,1,6408,,
2137,54,H2NH02793,332.3,70.3,6.059,5.652,58.8,77.98,2233,56,1,6411,,
2138,54,H2NH02791,332.7,70.4,6.063,5.647,58.92,77.99,2218,56,1,6414,,
2139,54,H2NH02781,332.6,70.4,6.066,5.645,58.93,77.85,2207,56,1,6417,,
2140,54,H2NH02780,332.7,70.5,6.059,5.64,58.99,77.88,2181,56,1,6420,,
2141,54,H2NH02800,331.9,70.6,6.037,5.637,58.89,77.89,2170,56,1,6423,,
2142,54,H2NH02779,333.4,70.6,6.073,5.644,59.07,77.8,2199,56,1,6426,,
2143,54,H2NH02782,332.4,70.5,6.062,5.646,58.87,77.77,2212,56,1,6429,,
2144,54,H2NH02783,332.3,70.5,6.055,5.648,58.84,77.83,2220,56,1,6432,,
2145,54,H2NH02784,332.4,70.5,6.067,5.649,58.85,77.77,2222,56,1,6435,,
2146,54,H2NH02785,332.4,70.5,6.059,5.646,58.87,77.8,2213,56,1,6438,,
2147,54,H2NH02786,332.1,70.4,6.073,5.654,58.74,77.67,2236,56,1,6441,,
2148,54,H2NH02787,332,70.5,6.062,5.644,58.81,77.64,2193,56,1,6444,,
2149,54,H2NH02788,331.8,70.5,6.065,5.635,58.87,77.56,2168,56,1,6447,,
2150,54,H2NH02789,331.7,70.4,6.051,5.641,58.81,77.88,2184,56,1,6450,,
2151,54,H2NH02790,332.3,70.3,6.052,5.651,58.8,78.08,2227,56,1,6453,,
2152,54,H2NH02795,332,70.4,6.055,5.645,58.82,77.86,2202,56,1,6456,,
2153,54,H2NH02796,331.7,70.5,6.063,5.633,58.88,77.65,2164,56,1,6459,,
2154,54,H2NH02797,332.5,70.5,6.049,5.64,58.96,77.98,2180,56,1,6462,,
2155,54,H2NH02798,332.7,70.5,6.044,5.64,58.99,78.11,2182,56,1,6465,,
2156,54,H2NH02777,332.9,70.6,6.061,5.644,58.98,77.83,2196,56,1,6468,,
2157,54,H2NH02764,332.6,70.4,6.075,5.651,58.86,77.75,2229,56,1,6471,,
2158,54,H2NH02776,332.2,70.7,6.056,5.634,58.97,77.62,2166,56,1,6474,,
2159,54,H2NH02775,332.5,70.6,6.073,5.634,59.01,77.55,2167,56,1,6477,,
2160,54,GXNH05377,332.8,70.7,6.051,5.631,59.09,77.84,2163,56,1,6480,,
2161,55,H2NH02774,332.4,70.5,6.064,5.642,58.91,77.75,2188,57,1,6483,,
2162,55,H2NH02763,332,70.4,6.08,5.647,58.79,77.58,2217,57,1,6486,,
2163,55,H2NH02762,332.9,70.6,6.048,5.644,58.97,77.98,2197,57,1,6489,,
2164,55,H2NH02766,332.2,70.5,6.084,5.654,58.74,77.48,2237,57,1,6492,,
2165,55,H2NH02767,331.7,70.6,6.064,5.642,58.79,77.49,2187,57,1,6495,,
2166,55,H2NH02768,332.5,70.7,6.07,5.642,58.95,77.53,2189,57,1,6498,,
2167,55,H2NH02769,332.5,70.6,6.077,5.652,58.83,77.55,2234,57,1,6501,,
2168,55,H2NH02770,333.7,70.6,6.059,5.643,59.14,78.06,2192,57,1,6504,,
2169,55,H2NH02771,333,70.5,6.067,5.639,59.05,77.84,2178,57,1,6507,,
2170,55,H2NH02772,332.3,70.5,6.069,5.645,58.88,77.71,2204,57,1,6510,,
2171,55,H2NH02773,332.6,70.5,6.079,5.636,59.01,77.6,2169,57,1,6513,,
2172,55,H2NH02765,332.5,70.5,6.078,5.649,58.85,77.62,2223,57,1,6516,,
2173,55,H2NH02747,332.5,70.5,6.068,5.637,58.99,77.75,2171,57,1,6519,,
2174,55,H2NH02745,332.6,70.5,6.067,5.651,58.86,77.78,2230,57,1,6522,,
2175,55,H2NH02752,332.3,70.3,6.064,5.644,58.88,77.93,2194,57,1,6525,,
2176,55,H2NH02751,332.1,70.3,6.074,5.656,58.71,77.82,2239,57,1,6528,,
2177,55,H2NH02753,332.3,70.5,6.043,5.639,58.93,78.01,2176,57,1,6531,,
2178,55,H2NH02754,332.5,70.7,6.06,5.638,58.98,77.66,2174,57,1,6534,,
2179,55,H2NH02755,332.7,70.8,6.057,5.638,59.02,77.63,2175,57,1,6537,,
2180,55,H2NH02749,332.2,70.4,6.069,5.645,58.84,77.71,2203,57,1,6540,,
2181,55,H2NH02746,332.4,70.4,6.077,5.651,58.82,77.67,2228,57,1,6543,,
2182,55,H2NH02757,332.8,70.7,6.064,5.64,59,77.58,2183,57,1,6546,,
2183,55,H2NH02758,332.5,70.7,6.054,5.645,58.91,77.72,2206,57,1,6549,,
2184,55,H2NH02759,332.8,70.7,6.061,5.646,58.94,77.65,2214,57,1,6552,,
2185,55,H2NH02760,332.1,70.7,6.054,5.638,58.89,77.58,2172,57,1,6555,,
2186,55,H2NH02761,332,70.7,6.068,5.64,58.86,77.42,2179,57,1,6558,,
2187,55,H2NH02750,332,70.2,6.072,5.653,58.74,77.87,2235,57,1,6561,,
2188,55,H2NH02733,332.6,70.5,6.055,5.65,58.87,77.94,2225,57,1,6564,,
2189,55,H2NH02732,332.7,70.6,6.062,5.644,58.94,77.77,2195,57,1,6567,,
2190,55,H2NH02737,332.3,70.4,6.074,5.645,58.86,77.66,2205,57,1,6570,,
2191,55,H2NH02736,332.8,70.6,6.064,5.645,58.94,77.78,2208,57,1,6573,,
2192,55,H2NH02735,332,70.5,6.063,5.648,58.79,77.66,2219,57,1,6576,,
2193,55,H2NH02731,331.8,70.6,6.038,5.63,58.93,77.89,2161,57,1,6579,,
2194,55,H2NH02730,332.2,70.5,6.05,5.638,58.92,77.89,2173,57,1,6582,,
2195,55,H2NH02729,331.7,70.6,6.056,5.641,58.8,77.62,2185,57,1,6585,,
2196,55,H2NH02728,331.4,70.5,6.057,5.643,58.74,77.65,2190,57,1,6588,,
2197,55,H2NH02740,331.9,70.3,6.068,5.646,58.79,77.8,2211,57,1,6591,,
2198,55,H2NH02739,331.7,70.3,6.065,5.649,58.71,77.78,2221,57,1,6594,,
2199,55,H2NH02738,331.6,70.3,6.066,5.651,58.68,77.76,2226,57,1,6597,,
2200,55,GXNH05375,333,70.7,6.057,5.63,59.14,77.74,2162,57,1,6600,,
2201,56,GZNE29751,331.9,70.5,6.065,5.624,59.01,77.66,625,54,0,6603,,
2202,56,GZNE29741,331.9,70.4,6.05,5.622,59.04,77.88,558,54,0,6606,13,S81
2203,56,GZNE29313,335.9,70.8,6.085,5.668,59.27,77.97,2103,54,0,6609,06,N51
2204,56,GZNE29304,335.8,70.7,6.106,5.672,59.2,77.77,2150,54,0,6612,,
2205,56,GZNE29321,331.3,70.6,6.072,5.62,58.96,77.34,485,54,0,6615,13,S81
2206,56,GZNE29250,334.7,70.6,6.091,5.662,59.12,77.82,2001,54,0,6618,,
2207,56,H1NE05578,335.7,70.8,6.082,5.659,59.33,77.97,1924,54,0,6621,,
2208,56,H1NE07877,332.7,70.7,6.067,5.617,59.24,77.59,360,54,0,6624,13,S81
2209,56,H1NE07960,332.6,70.7,6.035,5.609,59.3,77.97,119,54,0,6627,13,S81
2210,56,H1NE07970,335.1,70.8,6.067,5.649,59.31,78.04,1495,54,0,6630,12,S77
2211,56,H1NE08045,336.4,71.1,6.079,5.65,59.54,77.84,1554,54,0,6633,12,S77
2212,56,H1NE07217,333,70.8,6.055,5.612,59.33,77.73,190,54,0,6636,13,S81
2213,56,H1NE08109,332.6,70.6,6.042,5.605,59.33,77.93,51,54,0,6639,08,N80
2214,56,H1NE08135,334.1,70.8,6.063,5.642,59.22,77.88,1138,54,0,6642,12,S77
2215,56,H1NE08092,336.1,70.8,6.074,5.65,59.49,78.12,1552,54,0,6645,12,S77
2216,56,H1NE08157,332.6,70.7,6.052,5.603,59.36,77.75,36,54,0,6648,08,N79
2217,56,H1NE08156,335.7,70.7,6.079,5.648,59.44,78.09,1450,54,0,6651,12,S77
2218,56,H1NE08119,333.1,70.8,6.019,5.606,59.42,78.19,63,54,0,6654,13,S81
2219,56,H1NE08158,335.9,70.7,6.056,5.649,59.46,78.42,1498,54,0,6657,12,S77
2220,56,H1NE08103,333,70.8,6.05,5.608,59.37,77.78,99,54,0,6660,13,S81
2221,56,H1NE08148,335.4,70.8,6.064,5.64,59.47,78.12,1073,54,0,6663,12,S77
2222,56,H1NE08155,331.7,70.7,6.053,5.604,59.19,77.53,40,54,0,6666,08,N80
2223,56,H1NE08138,335.1,70.6,6.076,5.654,59.27,78.09,1723,54,0,6669,12,S77
2224,56,H1NE08154,333,70.6,6.064,5.611,59.35,77.77,172,54,0,6672,13,S81
2225,56,H1NE08153,335.7,70.9,6.064,5.644,59.48,78.14,1249,54,0,6675,12,S78
2226,56,H1NE08147,333.3,70.7,6.041,5.606,59.44,77.98,64,54,0,6678,13,S81
2227,56,H1NE08117,335.8,70.7,6.052,5.648,59.45,78.44,1452,54,0,6681,12,S78
2228,56,H1NE08134,335.4,70.7,6.069,5.647,59.39,78.14,1404,54,0,6684,12,S78
2229,56,H1NE08149,333.6,70.8,6.047,5.609,59.48,77.88,127,54,0,6687,13,S81
2230,56,GZNE29253,331.8,70.6,6.074,5.623,59.01,77.39,597,54,0,6690,13,S81
2231,57,GXNH05391,332.7,70.6,6.051,5.631,59.07,77.87,793,55,0,6693,13,S82
2232,57,GXNH05392,332.8,70.6,6.035,5.632,59.1,78.09,817,55,0,6696,13,S82
2233,57,GXNH05378,332.8,70.6,6.046,5.632,59.09,77.93,818,55,0,6699,13,S82
2234,57,GXNH05388,330.8,70.6,6.004,5.602,59.05,77.99,22,55,0,6702,04,N78
2235,57,GXNH05382,332.2,70.6,6.048,5.629,59.02,77.8,745,55,0,6705,13,S82
2236,57,GXNH05383,332.4,70.7,6.046,5.626,59.09,77.82,683,55,0,6708,13,S82
2237,57,GXNH05384,332.9,70.6,6.048,5.63,59.12,77.9,774,55,0,6711,13,S82
2238,57,GXNH05385,332.1,70.6,6.056,5.619,59.09,77.63,443,55,0,6714,13,S81
2239,57,GXNH05386,332.4,70.6,6.065,5.624,59.11,77.58,629,55,0,6717,13,S81
2240,57,G7NH14404,332.8,70.7,6.071,5.635,59.05,77.52,908,55,0,6720,13,S82
